Name,API Name,Instance Memory,vCPUs,Memory per vCPU,GPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
D2s v3,D2s v3,8 GiB,2,4 GiB/vCPU,0,16 GiB,$0.096 hourly,,,$0.0177 hourly,$0.188 hourly,,,$0.0347 hourly
D2s v4,D2s v4,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.096 hourly,,,$0.0177 hourly,$0.188 hourly,,,$0.0347 hourly
D2s v5,D2s v5,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.096 hourly,,,$0.0195 hourly,$0.188 hourly,,,$0.0381 hourly
D2s v6,D2s v6,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.101 hourly,,,$0.0221 hourly,$0.193 hourly,,,$0.0423 hourly
D2s v7,D2s v7,8 GiB,2,4 GiB/vCPU,0,0 GiB,,,,,,,,
D2 v2,D2 v2,7 GiB,2,3.5 GiB/vCPU,0,100 GiB,$0.146 hourly,,,$0.027 hourly,$0.238 hourly,,,$0.0445 hourly
D2 v3,D2 v3,8 GiB,2,4 GiB/vCPU,0,50 GiB,$0.096 hourly,,,$0.0177 hourly,$0.188 hourly,,,$0.0347 hourly
D2 v4,D2 v4,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.096 hourly,,,$0.0177 hourly,$0.188 hourly,,,$0.0347 hourly
D2 v5,D2 v5,8 GiB,2,4 GiB/vCPU,0,0 GiB,$0.096 hourly,,,$0.0195 hourly,$0.188 hourly,,,$0.0381 hourly
D3,D3,14 GiB,4,3.5 GiB/vCPU,0,200 GiB,$0.308 hourly,,,$0.0569 hourly,$0.56 hourly,,,$0.1046 hourly
D32ads v5,D32ads v5,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.648 hourly,,,$0.3046 hourly,$3.12 hourly,,,$0.5887 hourly
D32ads v6,D32ads v6,128 GiB,32,4 GiB/vCPU,0,1760 GiB,$1.824 hourly,,,$0.367 hourly,$3.296 hourly,,,$0.6632 hourly
D32ads v7,D32ads v7,128 GiB,32,4 GiB/vCPU,0,1760 GiB,$1.824 hourly,,,$0.3371 hourly,$3.296 hourly,,,$0.6091 hourly
D32alds v6,D32alds v6,64 GiB,32,2 GiB/vCPU,0,1760 GiB,$1.523 hourly,,,$0.3064 hourly,$2.995 hourly,,,$0.6026 hourly
D32alds v7,D32alds v7,64 GiB,32,2 GiB/vCPU,0,1760 GiB,$1.523 hourly,,,$0.2815 hourly,$2.995 hourly,,,$0.5535 hourly
D32als v6,D32als v6,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.286 hourly,,,$0.2521 hourly,$2.758 hourly,,,$0.5406 hourly
D32als v7,D32als v7,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.286 hourly,,,$0.2377 hourly,$2.758 hourly,,,$0.5097 hourly
D32as v4,D32as v4,128 GiB,32,4 GiB/vCPU,0,256 GiB,$1.536 hourly,,,$0.2839 hourly,$3.008 hourly,,,$0.5664 hourly
D32as v5,D32as v5,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.376 hourly,,,$0.2543 hourly,$2.848 hourly,,,$0.5374 hourly
D32as v6,D32as v6,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.453 hourly,,,$0.2848 hourly,$2.925 hourly,,,$0.5733 hourly
D32as v7,D32as v7,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.453 hourly,,,$0.2685 hourly,$2.925 hourly,,,$0.5405 hourly
D32a v4,D32a v4,128 GiB,32,4 GiB/vCPU,0,800 GiB,$1.536 hourly,,,$0.2839 hourly,$3.008 hourly,,,$0.5664 hourly
D32ds v4,D32ds v4,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.808 hourly,,,$0.4068 hourly,$3.28 hourly,,,$0.7514 hourly
D32ds v5,D32ds v5,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.808 hourly,,,$0.4086 hourly,$3.28 hourly,,,$0.7514 hourly
D32ds v6,D32ds v6,128 GiB,32,4 GiB/vCPU,0,1760 GiB,$1.993 hourly,,,$0.4462 hourly,$3.465 hourly,,,$0.7758 hourly
D32ds v7,D32ds v7,128 GiB,32,4 GiB/vCPU,0,1760 GiB,,,,,,,,
D32d v4,D32d v4,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.808 hourly,,,$0.4068 hourly,$3.28 hourly,,,$0.7514 hourly
D32d v5,D32d v5,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.808 hourly,,,$0.4086 hourly,$3.28 hourly,,,$0.7514 hourly
D32lds v5,D32lds v5,64 GiB,32,2 GiB/vCPU,0,1200 GiB,$1.536 hourly,,,$0.3471 hourly,$3.008 hourly,,,$0.6891 hourly
D32lds v6,D32lds v6,64 GiB,32,2 GiB/vCPU,0,1760 GiB,$1.765 hourly,,,$0.3952 hourly,$3.237 hourly,,,$0.7248 hourly
D32lds v7,D32lds v7,64 GiB,32,2 GiB/vCPU,0,1760 GiB,,,,,,,,
D32ls v5,D32ls v5,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.36 hourly,,,$0.2755 hourly,$2.832 hourly,,,$0.5738 hourly
D32ls v6,D32ls v6,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.428 hourly,,,$0.313 hourly,$2.90 hourly,,,$0.6357 hourly
D32ls v7,D32ls v7,64 GiB,32,2 GiB/vCPU,0,0 GiB,,,,,,,,
D32nds v6,D32nds v6,128 GiB,32,4 GiB/vCPU,0,1760 GiB,$2.89 hourly,,,$0.6471 hourly,$4.362 hourly,,,$0.9767 hourly
D32nlds v6,D32nlds v6,64 GiB,32,2 GiB/vCPU,0,1760 GiB,$2.312 hourly,,,$0.5177 hourly,$3.784 hourly,,,$0.8472 hourly
D32nls v6,D32nls v6,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.871 hourly,,,$0.4101 hourly,$3.343 hourly,,,$0.7328 hourly
D32ns v6,D32ns v6,128 GiB,32,4 GiB/vCPU,0,0 GiB,$2.339 hourly,,,$0.5127 hourly,$3.811 hourly,,,$0.8354 hourly
Standard D32pds v5,D32pds v5,128 GiB,32,4 GiB/vCPU,0,1200 GiB,$1.446 hourly,,,$0.2672 hourly,,,,
Standard D32pds v6,D32pds v6,128 GiB,32,4 GiB/vCPU,0,1760 GiB,$1.469 hourly,,,$0.3135 hourly,,,,
Standard D32plds v5,D32plds v5,64 GiB,32,2 GiB/vCPU,0,1200 GiB,$1.229 hourly,,,$0.2271 hourly,,,,
Standard D32plds v6,D32plds v6,64 GiB,32,2 GiB/vCPU,0,1760 GiB,$1.248 hourly,,,$0.2663 hourly,,,,
Standard D32pls v5,D32pls v5,64 GiB,32,2 GiB/vCPU,0,0 GiB,$1.088 hourly,,,$0.2011 hourly,,,,
Standard D32pls v6,D32pls v6,64 GiB,32,2 GiB/vCPU,0,0 GiB,$0.992 hourly,,,$0.2117 hourly,,,,
Standard D32ps v5,D32ps v5,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.232 hourly,,,$0.2277 hourly,,,,
Standard D32ps v6,D32ps v6,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.123 hourly,,,$0.2396 hourly,,,,
D32s v3,D32s v3,128 GiB,32,4 GiB/vCPU,0,256 GiB,$1.536 hourly,,,$0.2839 hourly,$3.008 hourly,,,$0.5559 hourly
D32s v4,D32s v4,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.536 hourly,,,$0.2839 hourly,$3.008 hourly,,,$0.5559 hourly
D32s v5,D32s v5,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.536 hourly,,,$0.3112 hourly,$3.008 hourly,,,$0.6094 hourly
D32s v6,D32s v6,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.613 hourly,,,$0.3536 hourly,$3.085 hourly,,,$0.6762 hourly
D32s v7,D32s v7,128 GiB,32,4 GiB/vCPU,0,0 GiB,,,,,,,,
D32 v3,D32 v3,128 GiB,32,4 GiB/vCPU,0,800 GiB,$1.536 hourly,,,$0.2839 hourly,$3.008 hourly,,,$0.5559 hourly
D32 v4,D32 v4,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.536 hourly,,,$0.2839 hourly,$3.008 hourly,,,$0.5559 hourly
D32 v5,D32 v5,128 GiB,32,4 GiB/vCPU,0,0 GiB,$1.536 hourly,,,$0.3112 hourly,$3.008 hourly,,,$0.6094 hourly
D372ds v7,D372ds v7,1488 GiB,372,4 GiB/vCPU,0,20460 GiB,,,,,,,,
D372ids v7,D372ids v7,1488 GiB,372,4 GiB/vCPU,0,20460 GiB,,,,,,,,
D372is v7,D372is v7,1488 GiB,372,4 GiB/vCPU,0,0 GiB,,,,,,,,
D372s v7,D372s v7,1488 GiB,372,4 GiB/vCPU,0,0 GiB,,,,,,,,
D3s,D3s,14 GiB,4,3.5 GiB/vCPU,0,28 GiB,$0.308 hourly,,,$0.0569 hourly,$0.56 hourly,,,$0.1046 hourly
D3 v2,D3 v2,14 GiB,4,3.5 GiB/vCPU,0,200 GiB,$0.293 hourly,,,$0.0541 hourly,$0.476 hourly,,,$0.0889 hourly
D4,D4,28 GiB,8,3.5 GiB/vCPU,0,400 GiB,$0.616 hourly,,,$0.1138 hourly,$1.12 hourly,,,$0.2092 hourly
D48ads v5,D48ads v5,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.472 hourly,,,$0.4568 hourly,$4.68 hourly,,,$0.8831 hourly
D48ads v6,D48ads v6,192 GiB,48,4 GiB/vCPU,0,2640 GiB,$2.736 hourly,,,$0.5505 hourly,$4.944 hourly,,,$0.9947 hourly
D48ads v7,D48ads v7,192 GiB,48,4 GiB/vCPU,0,2640 GiB,$2.736 hourly,,,$0.5056 hourly,$4.944 hourly,,,$0.9137 hourly
D48alds v6,D48alds v6,96 GiB,48,2 GiB/vCPU,0,2640 GiB,$2.285 hourly,,,$0.4597 hourly,$4.493 hourly,,,$0.904 hourly
D48alds v7,D48alds v7,96 GiB,48,2 GiB/vCPU,0,2640 GiB,$2.285 hourly,,,$0.4223 hourly,$4.493 hourly,,,$0.8303 hourly
D48als v6,D48als v6,96 GiB,48,2 GiB/vCPU,0,0 GiB,$1.93 hourly,,,$0.3783 hourly,$4.138 hourly,,,$0.811 hourly
D48als v7,D48als v7,96 GiB,48,2 GiB/vCPU,0,0 GiB,$1.93 hourly,,,$0.3567 hourly,$4.138 hourly,,,$0.7647 hourly
D48as v4,D48as v4,192 GiB,48,4 GiB/vCPU,0,384 GiB,$2.304 hourly,,,$0.4258 hourly,$4.512 hourly,,,$0.8496 hourly
D48as v5,D48as v5,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.064 hourly,,,$0.3814 hourly,$4.272 hourly,,,$0.8061 hourly
D48as v6,D48as v6,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.179 hourly,,,$0.4271 hourly,$4.387 hourly,,,$0.8599 hourly
D48as v7,D48as v7,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.179 hourly,,,$0.4027 hourly,$4.387 hourly,,,$0.8107 hourly
D48a v4,D48a v4,192 GiB,48,4 GiB/vCPU,0,1200 GiB,$2.304 hourly,,,$0.4258 hourly,$4.512 hourly,,,$0.8496 hourly
D48ds v4,D48ds v4,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.712 hourly,,,$0.6102 hourly,$4.92 hourly,,,$1.1272 hourly
D48ds v5,D48ds v5,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.712 hourly,,,$0.6129 hourly,$4.92 hourly,,,$1.1272 hourly
D48ds v6,D48ds v6,192 GiB,48,4 GiB/vCPU,0,2640 GiB,$2.99 hourly,,,$0.6695 hourly,$5.198 hourly,,,$1.1638 hourly
D48ds v7,D48ds v7,192 GiB,48,4 GiB/vCPU,0,2640 GiB,,,,,,,,
D48d v4,D48d v4,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.712 hourly,,,$0.6102 hourly,$4.92 hourly,,,$1.1272 hourly
D48d v5,D48d v5,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.712 hourly,,,$0.6129 hourly,$4.92 hourly,,,$1.1272 hourly
D48lds v5,D48lds v5,96 GiB,48,2 GiB/vCPU,0,1800 GiB,$2.304 hourly,,,$0.5207 hourly,$4.512 hourly,,,$1.0337 hourly
D48lds v6,D48lds v6,96 GiB,48,2 GiB/vCPU,0,2640 GiB,$2.648 hourly,,,$0.5929 hourly,$4.856 hourly,,,$1.0873 hourly
D48lds v7,D48lds v7,96 GiB,48,2 GiB/vCPU,0,2640 GiB,,,,,,,,
D48ls v5,D48ls v5,96 GiB,48,2 GiB/vCPU,0,0 GiB,$2.04 hourly,,,$0.4133 hourly,$4.248 hourly,,,$0.8606 hourly
D48ls v6,D48ls v6,96 GiB,48,2 GiB/vCPU,0,0 GiB,$2.142 hourly,,,$0.4695 hourly,$4.35 hourly,,,$0.9535 hourly
D48ls v7,D48ls v7,96 GiB,48,2 GiB/vCPU,0,0 GiB,,,,,,,,
D48nds v6,D48nds v6,192 GiB,48,4 GiB/vCPU,0,2640 GiB,$4.335 hourly,,,$0.9706 hourly,$6.543 hourly,,,$1.465 hourly
D48nlds v6,D48nlds v6,96 GiB,48,2 GiB/vCPU,0,2640 GiB,$3.468 hourly,,,$0.7765 hourly,$5.676 hourly,,,$1.2709 hourly
D48nls v6,D48nls v6,96 GiB,48,2 GiB/vCPU,0,0 GiB,$2.806 hourly,,,$0.6151 hourly,$5.014 hourly,,,$1.0991 hourly
D48ns v6,D48ns v6,192 GiB,48,4 GiB/vCPU,0,0 GiB,$3.508 hourly,,,$0.769 hourly,$5.716 hourly,,,$1.2529 hourly
Standard D48pds v5,D48pds v5,192 GiB,48,4 GiB/vCPU,0,1800 GiB,$2.17 hourly,,,$0.401 hourly,,,,
Standard D48pds v6,D48pds v6,192 GiB,48,4 GiB/vCPU,0,2640 GiB,$2.203 hourly,,,$0.4701 hourly,,,,
Standard D48plds v5,D48plds v5,96 GiB,48,2 GiB/vCPU,0,1800 GiB,$1.843 hourly,,,$0.3406 hourly,,,,
Standard D48plds v6,D48plds v6,96 GiB,48,2 GiB/vCPU,0,2640 GiB,$1.872 hourly,,,$0.3995 hourly,,,,
Standard D48pls v5,D48pls v5,96 GiB,48,2 GiB/vCPU,0,0 GiB,$1.632 hourly,,,$0.3016 hourly,,,,
Standard D48pls v6,D48pls v6,96 GiB,48,2 GiB/vCPU,0,0 GiB,$1.488 hourly,,,$0.3175 hourly,,,,
Standard D48ps v5,D48ps v5,192 GiB,48,4 GiB/vCPU,0,0 GiB,$1.848 hourly,,,$0.3415 hourly,,,,
Standard D48ps v6,D48ps v6,192 GiB,48,4 GiB/vCPU,0,0 GiB,$1.685 hourly,,,$0.3596 hourly,,,,
D48s v3,D48s v3,192 GiB,48,4 GiB/vCPU,0,384 GiB,$2.304 hourly,,,$0.4258 hourly,$4.512 hourly,,,$0.8338 hourly
D48s v4,D48s v4,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.304 hourly,,,$0.4258 hourly,$4.512 hourly,,,$0.8338 hourly
D48s v5,D48s v5,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.304 hourly,,,$0.4668 hourly,$4.512 hourly,,,$0.9141 hourly
D48s v6,D48s v6,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.419 hourly,,,$0.5302 hourly,$4.627 hourly,,,$1.0142 hourly
D48s v7,D48s v7,192 GiB,48,4 GiB/vCPU,0,0 GiB,,,,,,,,
D48 v3,D48 v3,192 GiB,48,4 GiB/vCPU,0,1200 GiB,$2.304 hourly,,,$0.4258 hourly,$4.512 hourly,,,$0.8338 hourly
D48 v4,D48 v4,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.304 hourly,,,$0.4258 hourly,$4.512 hourly,,,$0.8338 hourly
D48 v5,D48 v5,192 GiB,48,4 GiB/vCPU,0,0 GiB,$2.304 hourly,,,$0.4668 hourly,$4.512 hourly,,,$0.9141 hourly
D4ads v5,D4ads v5,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.206 hourly,,,$0.0381 hourly,$0.39 hourly,,,$0.0736 hourly
D4ads v6,D4ads v6,16 GiB,4,4 GiB/vCPU,0,220 GiB,$0.228 hourly,,,$0.0459 hourly,$0.412 hourly,,,$0.0829 hourly
D4ads v7,D4ads v7,16 GiB,4,4 GiB/vCPU,0,220 GiB,$0.228 hourly,,,$0.0421 hourly,$0.412 hourly,,,$0.0761 hourly
D4alds v6,D4alds v6,8 GiB,4,2 GiB/vCPU,0,220 GiB,$0.19 hourly,,,$0.0382 hourly,$0.374 hourly,,,$0.0752 hourly
D4alds v7,D4alds v7,8 GiB,4,2 GiB/vCPU,0,220 GiB,$0.19 hourly,,,$0.0351 hourly,$0.374 hourly,,,$0.0691 hourly
D4als v6,D4als v6,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.161 hourly,,,$0.0316 hourly,$0.345 hourly,,,$0.0676 hourly
D4als v7,D4als v7,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.161 hourly,,,$0.0298 hourly,$0.345 hourly,,,$0.0638 hourly
D4as v4,D4as v4,16 GiB,4,4 GiB/vCPU,0,32 GiB,$0.192 hourly,,,$0.0355 hourly,$0.376 hourly,,,$0.0708 hourly
D4as v5,D4as v5,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.172 hourly,,,$0.0318 hourly,$0.356 hourly,,,$0.0672 hourly
D4as v6,D4as v6,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.182 hourly,,,$0.0357 hourly,$0.366 hourly,,,$0.0717 hourly
D4as v7,D4as v7,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.182 hourly,,,$0.0336 hourly,$0.366 hourly,,,$0.0676 hourly
D4a v4,D4a v4,16 GiB,4,4 GiB/vCPU,0,100 GiB,$0.192 hourly,,,$0.0355 hourly,$0.376 hourly,,,$0.0708 hourly
D4ds v4,D4ds v4,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.226 hourly,,,$0.0509 hourly,$0.41 hourly,,,$0.0939 hourly
D4ds v5,D4ds v5,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.226 hourly,,,$0.0511 hourly,$0.41 hourly,,,$0.0939 hourly
D4ds v6,D4ds v6,16 GiB,4,4 GiB/vCPU,0,220 GiB,$0.249 hourly,,,$0.0558 hourly,$0.433 hourly,,,$0.0969 hourly
D4ds v7,D4ds v7,16 GiB,4,4 GiB/vCPU,0,220 GiB,,,,,,,,
D4d v4,D4d v4,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.226 hourly,,,$0.0509 hourly,$0.41 hourly,,,$0.0939 hourly
D4d v5,D4d v5,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.226 hourly,,,$0.0511 hourly,$0.41 hourly,,,$0.0939 hourly
D4lds v5,D4lds v5,8 GiB,4,2 GiB/vCPU,0,150 GiB,$0.192 hourly,,,$0.0434 hourly,$0.376 hourly,,,$0.0861 hourly
D4lds v6,D4lds v6,8 GiB,4,2 GiB/vCPU,0,220 GiB,$0.221 hourly,,,$0.0495 hourly,$0.405 hourly,,,$0.0907 hourly
D4lds v7,D4lds v7,8 GiB,4,2 GiB/vCPU,0,220 GiB,,,,,,,,
D4ls v5,D4ls v5,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.17 hourly,,,$0.0344 hourly,$0.354 hourly,,,$0.0717 hourly
D4ls v6,D4ls v6,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.179 hourly,,,$0.0392 hourly,$0.363 hourly,,,$0.0796 hourly
D4ls v7,D4ls v7,8 GiB,4,2 GiB/vCPU,0,0 GiB,,,,,,,,
D4nds v6,D4nds v6,16 GiB,4,4 GiB/vCPU,0,220 GiB,$0.333 hourly,,,$0.0746 hourly,$0.517 hourly,,,$0.1158 hourly
D4nlds v6,D4nlds v6,8 GiB,4,2 GiB/vCPU,0,220 GiB,$0.289 hourly,,,$0.0647 hourly,$0.473 hourly,,,$0.1059 hourly
D4nls v6,D4nls v6,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.234 hourly,,,$0.0513 hourly,$0.418 hourly,,,$0.0916 hourly
D4ns v6,D4ns v6,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.292 hourly,,,$0.064 hourly,$0.476 hourly,,,$0.1043 hourly
Standard D4pds v5,D4pds v5,16 GiB,4,4 GiB/vCPU,0,150 GiB,$0.181 hourly,,,$0.0334 hourly,,,,
Standard D4pds v6,D4pds v6,16 GiB,4,4 GiB/vCPU,0,220 GiB,$0.184 hourly,,,$0.0393 hourly,,,,
Standard D4plds v5,D4plds v5,8 GiB,4,2 GiB/vCPU,0,150 GiB,$0.154 hourly,,,$0.0285 hourly,,,,
Standard D4plds v6,D4plds v6,8 GiB,4,2 GiB/vCPU,0,220 GiB,$0.156 hourly,,,$0.0333 hourly,,,,
Standard D4pls v5,D4pls v5,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.136 hourly,,,$0.0251 hourly,,,,
Standard D4pls v6,D4pls v6,8 GiB,4,2 GiB/vCPU,0,0 GiB,$0.124 hourly,,,$0.0265 hourly,,,,
Standard D4ps v5,D4ps v5,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.154 hourly,,,$0.0285 hourly,,,,
Standard D4ps v6,D4ps v6,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.14 hourly,,,$0.0299 hourly,,,,
D4s,D4s,28 GiB,8,3.5 GiB/vCPU,0,56 GiB,$0.616 hourly,,,$0.1138 hourly,$1.12 hourly,,,$0.2092 hourly
D4s v3,D4s v3,16 GiB,4,4 GiB/vCPU,0,32 GiB,$0.192 hourly,,,$0.0355 hourly,$0.376 hourly,,,$0.0695 hourly
D4s v4,D4s v4,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.192 hourly,,,$0.0355 hourly,$0.376 hourly,,,$0.0695 hourly
D4s v5,D4s v5,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.192 hourly,,,$0.0389 hourly,$0.376 hourly,,,$0.0762 hourly
D4s v6,D4s v6,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.202 hourly,,,$0.0443 hourly,$0.386 hourly,,,$0.0846 hourly
D4s v7,D4s v7,16 GiB,4,4 GiB/vCPU,0,0 GiB,,,,,,,,
D4 v2,D4 v2,28 GiB,8,3.5 GiB/vCPU,0,400 GiB,$0.585 hourly,,,$0.1081 hourly,$0.952 hourly,,,$0.1778 hourly
D4 v3,D4 v3,16 GiB,4,4 GiB/vCPU,0,100 GiB,$0.192 hourly,,,$0.0355 hourly,$0.376 hourly,,,$0.0695 hourly
D4 v4,D4 v4,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.192 hourly,,,$0.0355 hourly,$0.376 hourly,,,$0.0695 hourly
D4 v5,D4 v5,16 GiB,4,4 GiB/vCPU,0,0 GiB,$0.192 hourly,,,$0.0389 hourly,$0.376 hourly,,,$0.0762 hourly
D5 v2,D5 v2,56 GiB,16,3.5 GiB/vCPU,0,800 GiB,$1.17 hourly,,,$0.2162 hourly,$1.904 hourly,,,$0.3557 hourly
D64ads v5,D64ads v5,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.296 hourly,,,$0.6091 hourly,$6.24 hourly,,,$1.1775 hourly
D64ads v6,D64ads v6,256 GiB,64,4 GiB/vCPU,0,3520 GiB,$3.648 hourly,,,$0.734 hourly,$6.592 hourly,,,$1.3263 hourly
D64ads v7,D64ads v7,256 GiB,64,4 GiB/vCPU,0,3520 GiB,$3.648 hourly,,,$0.6742 hourly,$6.592 hourly,,,$1.2182 hourly
D64alds v6,D64alds v6,128 GiB,64,2 GiB/vCPU,0,3520 GiB,$3.046 hourly,,,$0.6129 hourly,$5.99 hourly,,,$1.2052 hourly
D64alds v7,D64alds v7,128 GiB,64,2 GiB/vCPU,0,3520 GiB,$3.046 hourly,,,$0.5629 hourly,$5.99 hourly,,,$1.107 hourly
D64als v6,D64als v6,128 GiB,64,2 GiB/vCPU,0,0 GiB,$2.573 hourly,,,$0.5043 hourly,$5.517 hourly,,,$1.0813 hourly
D64als v7,D64als v7,128 GiB,64,2 GiB/vCPU,0,0 GiB,$2.573 hourly,,,$0.4755 hourly,$5.517 hourly,,,$1.0195 hourly
D64as v4,D64as v4,256 GiB,64,4 GiB/vCPU,0,512 GiB,$3.072 hourly,,,$0.5677 hourly,$6.016 hourly,,,$1.1328 hourly
D64as v5,D64as v5,256 GiB,64,4 GiB/vCPU,0,0 GiB,$2.752 hourly,,,$0.5086 hourly,$5.696 hourly,,,$1.0748 hourly
D64as v6,D64as v6,256 GiB,64,4 GiB/vCPU,0,0 GiB,$2.906 hourly,,,$0.5696 hourly,$5.85 hourly,,,$1.1466 hourly
D64as v7,D64as v7,256 GiB,64,4 GiB/vCPU,0,0 GiB,$2.906 hourly,,,$0.537 hourly,$5.85 hourly,,,$1.0811 hourly
D64a v4,D64a v4,256 GiB,64,4 GiB/vCPU,0,1600 GiB,$3.072 hourly,,,$0.5677 hourly,$6.016 hourly,,,$1.1328 hourly
D64ds v4,D64ds v4,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.616 hourly,,,$0.8136 hourly,$6.56 hourly,,,$1.5029 hourly
D64ds v5,D64ds v5,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.616 hourly,,,$0.8172 hourly,$6.56 hourly,,,$1.5029 hourly
D64ds v6,D64ds v6,256 GiB,64,4 GiB/vCPU,0,3520 GiB,$3.987 hourly,,,$0.8927 hourly,$6.931 hourly,,,$1.5519 hourly
D64ds v7,D64ds v7,256 GiB,64,4 GiB/vCPU,0,3520 GiB,,,,,,,,
D64d v4,D64d v4,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.616 hourly,,,$0.8136 hourly,$6.56 hourly,,,$1.5029 hourly
D64d v5,D64d v5,256 GiB,64,4 GiB/vCPU,0,2400 GiB,$3.616 hourly,,,$0.8172 hourly,$6.56 hourly,,,$1.5029 hourly
D64lds v5,D64lds v5,128 GiB,64,2 GiB/vCPU,0,2400 GiB,$3.072 hourly,,,$0.6943 hourly,$6.016 hourly,,,$1.3783 hourly
D64lds v6,D64lds v6,128 GiB,64,2 GiB/vCPU,0,3520 GiB,$3.53 hourly,,,$0.7904 hourly,$6.474 hourly,,,$1.4495 hourly
D64lds v7,D64lds v7,128 GiB,64,2 GiB/vCPU,0,3520 GiB,,,,,,,,
D64ls v5,D64ls v5,128 GiB,64,2 GiB/vCPU,0,0 GiB,$2.72 hourly,,,$0.5511 hourly,$5.664 hourly,,,$1.1475 hourly
D64ls v6,D64ls v6,128 GiB,64,2 GiB/vCPU,0,0 GiB,$2.856 hourly,,,$0.626 hourly,$5.80 hourly,,,$1.2714 hourly
D64ls v7,D64ls v7,128 GiB,64,2 GiB/vCPU,0,0 GiB,,,,,,,,
D64nds v6,D64nds v6,256 GiB,64,4 GiB/vCPU,0,3520 GiB,$5.78 hourly,,,$1.2941 hourly,$8.724 hourly,,,$1.9533 hourly
D64nlds v6,D64nlds v6,128 GiB,64,2 GiB/vCPU,0,3520 GiB,$4.625 hourly,,,$1.0355 hourly,$7.569 hourly,,,$1.6947 hourly
D64nls v6,D64nls v6,128 GiB,64,2 GiB/vCPU,0,0 GiB,$3.742 hourly,,,$0.8202 hourly,$6.686 hourly,,,$1.4656 hourly
D64ns v6,D64ns v6,256 GiB,64,4 GiB/vCPU,0,0 GiB,$4.677 hourly,,,$1.0252 hourly,$7.621 hourly,,,$1.6705 hourly
